PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31
-12.04746360972806,-1.6795680238940536,0.4901655267908406,2.4678366587009313,-1.1861944718331765,-1.3632509360581384,4.505862305826728,-3.7498398859625057,1.015901998661878,-0.9182580134951732,0.5063293759430001,0.0755067631039144,0.543057633431883,0.8716474305513084,-0.5185922085210014,0.4682965724585068,-0.1058130096709554,-0.3698950245428499,0.7123732230873396,1.9607408495088192,-0.3231057893709633,-0.0793544164929913,-0.1941207421941204,0.8675337011979753,-1.9099087844727205,0.5034720262953561,-0.1295406940109706,-0.2023340774255045,1.3317448799208615,-0.8189377572543947,-1.8555474688136713
-3.1494506824862687,-3.3770622308489533,0.7171705749744389,1.001440302870764,1.7088672748076992,2.716576019663733,-2.859605487480864,-3.522161678381745,-1.7299821898772252,1.1307913451489804,-3.3057836510295773,0.4164085725456989,-1.7936897931601596,-0.2224909243338417,-3.274330715088235,-1.1375295139301935,1.27269993980086,0.2210063055511026,-1.380613462104744,1.0525330296882645,-1.634924560245481,0.5250198326342755,-0.1301131479592307,-0.785243107180956,-0.7981849143054052,-0.1918210662250283,-0.1834792002891457,0.4098644201062874,0.5742058037274094,-0.5400687649585261,-0.8325999022468239
-14.941818386273257,-2.784621365941084,0.5823548490579055,-1.8919142424900912,-2.962096781984734,-0.3533761086222198,5.3573257587318395,-4.9699769988467075,2.9305849103006363,-1.3005982499720696,-0.8657614035271259,-1.5460016947514437,-0.7103097753148429,0.557653309691397,-1.118635526144535,1.1818212863072397,-1.4203055403058005,1.3322797746858157,0.6435571546891842,3.0364565923496767,-0.551449827641322,-0.2421741173358913,-1.4225528971891637,1.4208521373742615,-3.305299905780881,0.2960218792900202,-1.0167787062312563,0.6303387876984013,-0.041630961718105,-1.041735271908885,-3.1369367577786447
-5.304371112654812,0.7320356840416884,2.07276366270759,-5.64313755795473,-4.361506193131657,4.605032105818944,-1.486429361832456,2.841684000046987,1.2679851815151162,-2.368440482249448,0.8917100792562841,-3.9331153328903574,-2.435518764182906,-1.7363941574764492,2.113077238996451,-0.1267764115751543,-3.6540389463015424,-2.419574502444662,1.0529394182732494,0.8787262602743627,-0.563645260932146,-0.1210983269979803,-0.4294960268511924,1.217257517652138,-0.4404745388374932,-0.2411807013985848,-0.3021423753478179,1.1048156161031963,-0.3232745537665461,-0.8025548402223835,-0.8150487669268681
-2.3454733389217974,3.542196301050737,1.9053421117474811,-3.820240575742832,-0.8164627051011325,2.8333456979337086,1.0180621929254952,-0.1445839992120439,2.579752159363668,1.2068404360487828,1.5873676228840718,0.3973095693592303,-1.3988883645647348,-0.7088733520487478,2.598531824273257,-1.7629926772744084,0.35959877798286,0.7264911181483125,0.3984531332983992,0.2343005431787065,1.6086770307210894,-0.7844842345172274,-1.06093588189553,0.3815482376178426,0.3873215752257499,0.4063401786199229,0.3705481767132852,-0.64329071333487,-1.427928546808983,-0.0859548405914801,-1.5410563185662285
5.396335424822405,4.050555477665582,1.7489029371718674,9.673089734409992,2.3894066463046113,-3.7630772504960106,-6.4367151122236566,5.869273949858768,-3.9840281247753864,1.338842298295476,5.149851328301911,-0.7898421557051113,2.06341637947129,3.8589919822449454,3.3502768975037283,-0.7266336402327058,2.467703175268436,-0.9436864580001212,0.1912007909135437,-2.0718213592200643,0.4081519790586838,-0.5600142703048865,3.158766494061776,-0.1506637631293443,0.8156644865090207,0.7543613312241004,3.62770399448624,-1.8639536612398837,0.1709917978667233,-0.737393712045165,2.804427245095421
-11.03881319005268,-3.569720226158795,-2.74573062079983,-2.252964197402147,-1.8006800329557833,-2.590946363167051,4.888843586241312,-2.9461603011732023,1.735100812671224,-0.5171355308583776,-2.078866928358277,-1.343464720219026,0.6695678773151286,-0.2153850250254168,-2.254564629839082,1.8981535407934491,-1.9282289432814197,1.1929568477638894,0.3334057353539339,3.341690810887376,-0.6640409869464108,-0.3588664954215944,-1.201206040211681,0.4931136369804727,-2.4942170312320235,0.4567741518640135,-1.297329019500293,0.7902858621352695,0.4864893075833578,-0.4128170412123013,-1.5062549631493485
0.5589525794493867,-1.6716875361019996,-9.688072306626283,-6.30318979731387,0.9093235319912112,-5.84322243979004,3.620308744541459,3.4238656618188372,-1.274024105580052,-1.803958717860628,-0.6495198249518213,2.783084354122582,-1.727117717673502,-1.8613371624300936,-2.681085070867432,0.8876617790681589,-0.6676491603202699,0.4990473166531529,1.351756214107008,-0.192238706799143,-0.4652886656185472,2.7507209418408434,2.1390284652524207,-1.3637590392762566,-3.429746462488802,1.1761044361291657,-4.062121870924065,2.0400498214759426,-1.484495176902087,0.965095718904408,1.9910304209388408
18.16016449170824,-0.388460215450481,-11.002140157736024,-5.173440544890555,5.740553213535053,-8.445759665577608,-0.9447719014038072,9.101128893631596,2.720324782569723,0.8852833191069677,-4.772741438874167,5.911421384240111,0.7180220402198648,-4.599429059753972,-0.3901736694348549,0.5104505194215574,-1.3111475534299766,-0.866661899846421,-1.000707358247967,-2.732754789969997,2.304174625950804,-0.8960891839447808,-1.815731842447142,-1.8981779816156672,2.905330205874404,0.944846350396786,-1.2618817039800034,0.6061158329736248,-0.0268301057104559,1.5198958316233888,4.919111355421256
38.51530689341309,-4.482175638192346,6.769380962602141,-1.2056368065705798,-0.7880091727084363,-1.538375065292423,-9.55485229230443,1.756080661906308,-2.9434263285544855,-1.502696914243178,-1.4971853142833484,0.6895204607221328,-0.2027892709974889,0.232371526236793,-0.7047470912478003,-1.222017316810456,-2.1597214343759035,1.584650739120649,1.2432913895768596,-1.8448720678415849,-0.7921836896049629,5.127272113429539,-2.1770924949915473,-0.6309553199677309,6.666297350547895,-3.987424372810664,-0.5812208619907464,-1.0905872889393768,-0.5109927889733099,0.5534178054850462,2.084512098216793
-4.727008777894056,1.241981155993733,0.9091345467388624,-4.17388571377645,-3.12394726742291,2.4370973261819606,0.5271037546477257,-0.3149852525137152,4.628207663281839,-0.9853197416575856,1.0854449805669653,-1.388537176546517,-2.316223152597442,-0.3581871889126992,2.3198962968334365,1.1976596592159023,-2.6168577551580907,1.1247846643600796,0.1273179099534102,1.3620504032907763,-0.9793101897286872,0.1806903602406004,-0.8784685398886042,1.202016249256702,-1.896656108267602,-0.6089549784403349,-1.1960718042602936,-0.5577347309435242,-0.2030878994060575,0.1147072401147325,-1.4549172557264374
3.3314624654411227,-2.400825814085892,0.0862304930273738,1.3767838752486024,3.842258210516615,4.291246844739049,-8.769455079679796,-0.839929102892208,-5.735547573847764,1.8935812959804137,-4.211692449328297,-0.2927397524886947,0.1106616939411076,-0.2745207016166835,-1.974689553030285,-1.782090678841079,3.2767677510562967,1.204975876667203,-1.5535226712481829,-2.867469443362738,-1.6373516438604676,-2.3122789781177295,1.5663148939848974,-3.2985004243043137,3.268313536988619,-1.405343422485844,-1.2961108362787876,-1.186544054764262,3.843219580851763,0.4537851157016005,1.6868732890288054
5.407688885595507,6.905213451054041,4.555113776380473,-7.305048263061318,-3.0678982818267424,5.241649198169745,-7.5112495469733105,6.10212575762584,1.3936607446652212,3.480101842046573,2.824148682715033,-1.574651557181032,-2.635425967567059,-0.8550699634823137,2.3340106813843637,-3.166575150765498,0.5811491509458013,-1.8110932677856832,-1.049524433322158,-2.8222663595891473,1.8094462950630437,-2.3601492334792304,2.180852087758818,1.74904057830822,1.7022899913752287,-0.0891534800907648,3.1680042508781554,-0.2941261224894991,-2.704427391364943,-0.2782744471895089,-2.5457603487917027
