PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
-0.5365615777181364,0.2665344240168418,-3.168675901146117,2.880228892445945,-0.4375633389599638,0.0416883746729045,0.6277335602340867,2.7245279656329595
2.6908540023342344,-1.0996813537566454,-0.5099354372582907,-0.2534748117588871,-0.0826601545747976,-0.1963175352436113,0.3141963029018785,1.6994061730661312
-0.4250489419218979,0.2730232712571194,-1.6472664664420542,0.7293848571173014,-0.0102325649483265,-0.3813042589166655,0.1219345329648355,0.9832145671742378
-0.4191269974016022,0.0944502981859208,-2.640847147212155,1.026192119811563,-0.1106829126217286,-0.2626527803573313,0.5077573327324358,3.9847982973351903
-1.5306477910354286,3.811478292100299,10.02448475275715,1.842319069787656,2.144261625600638,-0.7192175986044649,-2.599075364595747,-40.54935274341782
-0.2411890334334056,0.6873631765929634,1.0569609070963022,0.4601762657732311,0.0194009246386284,-0.1829421005771037,-0.2167892766006781,-0.5998862295130675
-1.9283012628183136,3.687417744815059,9.775543911269205,2.004325258441642,0.7564688609949924,-0.9626504184106492,-5.475701120039488,-14.489320338875244
-0.3609246422571454,0.1547330730539256,-0.8551203268895756,-1.5448510647620228,0.5879178292555789,-0.7427139171394409,0.265820713066934,-0.5071947604854522
-0.2336312109779917,-0.3558750746384242,-2.13325906474475,-0.9561423976224936,-0.0368148833457143,-0.443248995473757,0.6620641749276961,6.89486122597883
3.698727559483266,-1.29267453628408,0.3143485385483022,0.1969304800906247,-0.117265831370751,-0.7451524259466544,0.4221684825066624,-0.5918834989623868
-0.744430385903938,0.8558294247548491,0.9195132388286984,-1.0290290817501506,0.8070990285910814,-0.7388244875929849,1.3230447963983838,-5.7216537161415175
-0.2663014965859508,0.0175038911211113,-1.1113997775395006,-1.649355906081122,0.5553582757024227,-0.7063324050653176,0.4104974039468924,-0.0491219554463536
3.6604465950799834,-1.3633949265349166,0.0388496918281662,1.069969864006662,-0.5015945148568833,0.335543403270137,0.5023344393957544,-2.4128626608086203
-0.2032390722734479,-0.2082913990392351,-1.7595902860509385,-1.4787459440799633,-7.270369619598162,0.8566632110558287,0.347754266559897,3.3813103774893056
-0.3013021546628975,0.0311236431965762,-2.278737671133181,0.7871110167389159,-0.1672777856586214,-0.1451213247227483,0.4803922643425434,3.2456637500810768
1.0202101244482944,-0.6899454633695944,-1.567577489840415,-1.0144258287051358,0.032592962204323,-0.0691282163526407,0.4887721688882022,4.6321878765414075
-0.4846963873235269,0.2927059732975374,-0.6121467130729411,-1.450805959918378,0.6091130260950953,-0.8170331062246632,0.8223770019282103,-2.532701710598869
-0.3421002592103725,0.0211414901520938,-2.3484989701339334,0.5351675275014391,-0.1030985041102398,-0.344682236611696,0.4385226062565536,3.9479638628341087
-0.5222730280743727,0.0642547648089028,-3.132445017794237,1.1292771994339468,-0.1896664665423033,-0.4389497362395837,0.5708435924408538,5.757864608556809
-1.3104223180879553,1.9877941421423169,4.749242122575522,0.4994928621688107,0.0983698582987914,-0.3309107025173304,1.8999558373593717,0.5029341488850466
-0.3937623719031543,-0.0140785244656707,-2.4506112458104146,0.1915991244370462,-0.0923314112842858,-0.4377350541582534,0.5812216610475444,4.662342569369006
0.1400499774192719,-0.3151673277723281,-1.4089897163579177,-0.684917474420755,-1.4490787549019133,0.5307692530376356,0.4306158025741227,1.9706512869611963
-0.0908684884951641,-0.1146123725541964,-1.205604812013516,-0.4596637601122315,-4.602377145362822,0.9158401621812392,0.3931871350386287,-0.3206731458085197
-0.464305034677622,0.4882698024544329,0.2046991318178699,-1.3726910051380072,0.9486330850863124,-0.7977859212372633,0.27198808269028,-7.1147238907511845
0.8822214562062413,-0.776437410326881,-1.6850851548261832,-0.9801016479019186,0.1738244071691627,1.7023550033631636,0.3461935977225303,5.205246920924691
-0.529069405133685,0.4054774103824873,-0.0568432752485202,-1.29765561441486,0.5910326026605841,-0.6543572984330353,1.0851140220892306,-2.091430466072023
2.877330960021087,-1.2434474410377585,-0.6294579104567006,-0.0961727972069981,0.3287675508317536,4.12895190323015,-0.0018166397673019,1.6402224058775434
-0.2295911659941369,-0.072526951913767,-1.8979979819028512,-0.0408611986558468,-0.0863180083057418,-0.1607133143698218,0.4989709171493728,3.180611224142559
-0.2568153175491996,-0.1545486967300291,-1.5214375337833237,-1.6643089776184183,0.3206696555477461,-0.6385829974365572,0.5179704415545356,3.551961033280746
2.7089553928954104,-1.314006351068459,-0.5515378061246075,-0.1191190430941964,0.2412365199568166,2.674952858710212,0.1531095189859425,1.664728274249024
-0.5837963106801825,0.5970125517737874,0.7935494574730046,-0.758755845378004,0.1474501093169253,-0.4690597377578136,0.9731906389642776,2.005509107557025
1.9066366008706592,-0.9537160446891062,-1.1771401255086722,-0.7247960790757663,-0.091526011129312,-0.5171556753841454,0.3963880038408616,4.598375600663842
-0.6982839971476075,0.501972051177365,-3.275038239257735,3.5937551920065127,-0.4200925732172295,-0.0422241376730956,0.5309642340437656,2.1537668502446743
-0.3002256596821456,0.0425076107174095,-1.426608695710741,-0.3588873392581932,-0.0266552660795164,-0.2944522632438182,0.3886295111044896,3.1300000751140544
-0.2489233585096786,-0.1160236159913858,-2.3242300274074044,0.0873016681979414,-0.1844816649405521,-0.1668205288302676,0.563922722357352,4.501688954401516
-0.4926036799894392,0.4781254944160316,0.118982532130938,-1.5185062567094598,0.989347063019542,-0.7719122940398891,-0.1245516147169164,-6.7345969659077145
1.5871554115369793,-0.8502497455133132,-1.237747276122917,-0.9156880482154304,0.0557363900225478,0.031058501174835,0.4576471026698796,4.858408940407783
-1.0351996424767795,-2.606389329001554,-0.9927444724487218,-0.6326214317239457,-0.114773198387821,-0.005258293363233,0.4762721859739592,3.254453009872618
-1.399568844617877,2.2296329905330605,5.381574771656923,0.6329151937826003,0.3133967238703536,-0.8353867709885556,-2.7796819408928153,-2.0427246582524003
